188,123.1
172.7,63.5
149.9,47.5
160,54
180.3,64.5
167.6,78
170.2,81.1
170.2,104.9
167.6,95.2
167.6,66.5
157.5,83.9
160,70.5
172.7,99.7
188,98.3
190.5,103.4
177.8,85.2
165.1,59.4
157.5,51.8
165.1,66.5
170.2,106.2
182.9,40.2
157.5,86.4
165.1,118.1
188,118.9
167.6,98.4
160,128.3
170.2,48.3
190.5,124.7
170.2,117.9
182.9,91.9
167.6,87.1
185.4,53.8
172.7,83.6
180.3,64.2
165.1,99.8
177.8,143.2
162.6,131.5
165.1,75.9
161.3,83
152.4,57.7
167.6,154.2
170.2,90.3
170.2,64.1
154.9,64.9
162.6,53.2
157.5,88.8
175.3,68
182.9,29.5
167.6,100.2
154.9,107.5
175.3,78.1
172.7,87.5
182.9,90.7
177.8,108.7
177.8,117.9
165.1,102.8
146.9,76.6
150.9,88.6
149.9,68.9
152.9,40.5
185,96.5
165.1,68.9
177.8,91.2
162.6,85.5
185.4,119.2
137.2,54.2
185.4,113.4
188,130.2
153.7,44.1
177.8,73.4
182.9,108.8
175.3,106.2
160,63.5
175.3,68.4
172.7,181.4
167.6,115.7
177.8,86.2
165.1,95.9
180.3,61.2
180.3,99.8
180.3,59.9
154.9,56.4
147.2,75.6
170.2,85.9
147.3,55.4
172.7,84.4
165.1,61.8
137.2,68
182.9,101.2
170.2,52.7
154.9,65.7
162.6,66.6
190.5,77.9
177.8,84.3
177.8,43
158,56
180,97.6
177.8,71.8
170.2,42.8
182.9,127
157.5,88
153.7,86.2
152.4,28.8
177.8,85.5
172.7,80.46
177.8,89.8
162.6,113.4
175.3,70.8
175.3,112.1
180.3,83.4
174,88
172.7,107.2
152.4,58.3
173,75.4
170.2,78.6
172.7,54.3
182.9,29.2
154.9,53.3
172.7,68.1
160,68.7
177.8,84.4
165.1,86.8
149.9,28.3
157.5,53.8
178,85.6
144.8,55.3
177.8,68
162.6,74.6
177.8,84.8
170.2,96.1
172.7,51.3
157.5,111.1
170.2,40.9
165.1,79.37
177,92.9
165.1,68.8
188,99.8
162.6,67.36
154,74.1
165.1,79.8
172.7,120.6
170.2,78.3
188,71.4
165.1,73.1
170.2,82.6
185.4,97.5
177.8,80.2
155,59.9
157.5,131.1
167.6,172.3
152.4,63.3
167.6,87.49
157.5,52.1
172.7,85.2
188,101.6
165.1,66.2
175.3,98.7
195.59,138.1
154.9,89.8
165.1,90.7
172,81.6
160,97
170.2,98.3
167.6,63.7
185.4,65.8
165.1,49.4
183,108
165.1,116.6
182,93.8
165.1,68.6
177.8,58.9
140.1,58.4
172.7,64.8
157.5,53.1
162.6,81.2
188,83.4
188,161
160,111
152.4,58.6
172.7,83
177.8,92.2
162.6,41.2
157.5,72
170.2,81.6
152.4,56.2
167.6,83.46
172.7,57.3
177.8,87.5
162.6,61.1
187.9,85.4
165.1,59.24
167.6,111.9
170.2,81
165.1,55.3
162.6,87.3
154.9,122.4
167.6,81.6
165.1,50.9
165.1,48.1
165.1,54.4
160,51.4
171.5,77.1
182.9,107.6
170.2,64.4
177.8,77.9
155,65.9
177.8,74.8
152.4,92.1
188,63.5
157.5,39.7
156.2,76.7
157.5,81.6
172.7,55.8
182.9,109.7
182.9,92.9
175.3,163.3
152,66.9
165.1,89.8
180.3,58.96
157.5,57.2
172.7,56.7
177.8,61.5
190.5,155.3
172.7,92.2
144.8,59.7
170.2,77.1
177.8,62.1
162.6,77.7
162.6,47.5
175.3,70.7
177.8,148.4
170.2,100.9
182.9,88
157,51.6
175.3,88.5
170.2,60.8
154.9,67.2
172.7,78.4
172.7,101.3
170.2,83.8
160,79.9
182.9,87.1
180.3,97
175.3,88.8
172.7,35.3
175.3,144
170.2,66.6
160,76.2
177.8,118.4
162.6,89.4
160,70
189,70.1
165.1,56.7
170.2,68
157.5,70
177.8,85
149,63.5
162.6,50.4
170.2,49.9
147.3,61.2
160,77.1
170.2,82.56
165.1,59.4
185.4,89.3
157.5,77.3
188,87.5
167.6,74.6
160,66.7
152.4,69.4
160,72.6
175.3,113.3
177.8,92.9
170,81.5
170.2,72.5
165.8,34.1
170.2,51.7
172.7,75.9
162.6,104.3
162.6,61.9
167.6,68.3
180.3,106.5
157.5,55.6
190.5,113.4
182.9,62.6
171.5,88.5
182.9,67.9
160,56.1
162.6,84.4
165.1,53.5
