74,170.2,80.6
48,175.3,79.8
73,180.3,120.2
73,170.2,71.5
68,165.1,50.3
75,157.5,61.7
84,157.5,72.4
50,185.4,129.6
36,188,106.6
89,172.7,81.3
68,185.4,49
69,157.4,86.1
72,162.6,91.6
71,177.8,84.4
69,185.4,101.6
74,152.4,51.7
65,180.3,96
72,149.9,68.9
54,157.5,117.9
84,167.6,63.5
86,167.6,63.2
56,162.6,42.9
78,177.8,36.7
72,177.8,69.8
64,170,103.9
58,170.2,78.1
55,172.7,70.3
46,167.6,105
69,157.5,68
63,172.7,69.6
75,183,92.1
57,165.1,88.8
81,162.6,79.3
74,180.3,79.8
71,172.7,114.3
22,195.59,88.6
86,180.3,117.6
61,160,52.4
74,154.9,72
54,152.4,63.9
71,161.3,78
72,182.9,57.2
75,182.8,96.1
65,182.9,66
83,188,88.8
75,162.6,65.7
59,162.6,84.5
60,170.2,88
63,162.6,56.9
89,177.8,77.7
83,157.5,29.1
57,177.8,81.2
86,182.9,82.2
74,170.2,74.9
51,172.7,113.2
62,170.2,57.2
69,177.8,94
66,180.3,40
59,154.3,50.8
61,180.3,94.8
58,170.2,38.6
82,172.7,79.7
59,160,72.6
42,162.6,83.55
55,157.5,71.5
80,175.2,85.7
77,160,65.7
65,170.2,98.9
83,170.2,91.6
27,172.7,75.5
63,149.9,83.1
61,165.1,67.7
55,154.9,46.81
73,180.3,122.9
18,157.5,68
76,154.9,82.1
78,167.6,103
53,182.9,87.9
30,182.9,113.2
65,162.6,65.8
52,160,75.7
58,193,186
72,175.3,83.8
71,172.7,50.1
53,175.3,67.3
41,162.6,84.1
53,170.2,68
76,167,77.5
62,157.5,47.4
17,160,55
73,160,58.5
70,165.1,73.7
77,154.9,77.56
57,165.1,50.8
89,172.7,94.8
37,163.8,79.4
46,162.6,83.9
51,182.9,98
84,165.1,72.5
43,167.6,113.4
61,179.1,82.5
28,162.6,74.4
66,182.9,106.6
38,162.6,75.7
63,170.2,55.7
36,182.9,102.5
61,165.1,56.9
55,170.2,141.8
76,162.6,79.7
65,177.8,70.4
43,175.3,76.4
40,154.9,64.8
62,167.6,86.6
68,162.6,74
81,165.1,54.9
87,165.1,84.2
66,167.6,79.5
80,180.3,117.9
74,188,134.7
48,157.5,87.5
57,180.3,86.18
20,172.7,96.3
35,177.8,81.4
32,170.2,68
79,160,48.1
82,188,97.5
77,172.7,101.5
35,173,80.4
60,160,94.3
72,152.4,52.7
87,162.6,68.4
63,162.6,91.1
56,180.3,99.8
82,162.6,85.3
66,165.1,44.5
63,165.1,115.6
75,167.6,76.4
41,154.9,77.7
62,165.1,95.5
58,185.4,83.9
42,171.5,122.5
48,182.9,44
51,179.1,86.4
57,182.9,105.6
85,154.9,57.8
70,172.7,81.4
47,172.7,57.2
74,160,88.3
57,170.2,49.89
76,172.7,76.1
72,172.7,100.3
51,172.7,75.75
64,167.6,80.4
61,151.1,56.8
85,175.3,98.3
70,170.2,95.3
85,170.2,71
67,187.9,86.5
53,180.3,28.8
34,172.7,60.3
25,154.9,49.4
25,175.3,65.3
62,175.3,43.2
75,170.2,88.1
77,179.1,71.2
80,142.2,50.7
85,157.5,86.3
72,160,87.5
32,160,63.5
64,162.6,32.2
67,172.7,66.1
76,162.6,69.1
78,158,60.5
57,182.9,153.7
52,162.6,48.3
60,185.4,126.7
80,172.7,76.9
66,153.2,47.4
62,189.2,100.4
76,177.8,95
31,167.6,47
88,154.9,62.1
74,149.9,99.7
83,171.5,39.7
82,177.8,92.3
82,167.6,61.5
60,162.6,53
77,167.6,46.3
64,182.9,106.8
59,172.7,106.6
23,167.6,64.5
62,180.3,64.1
51,160,68
48,172.7,75.6
69,172.7,83.5
80,165.1,68.2
41,180.3,90.3
63,182.9,136
73,167.6,85.5
30,168.9,83.3
79,175.3,90
33,154.9,110.9
64,180.3,128.8
54,177.8,86.6
49,172.7,74.9
61,177.8,91.7
44,172.7,52.1
52,172.7,96.8
61,180.3,87
40,165.1,91
76,172.7,94.3
37,149,52
85,180.3,89.8
77,165.1,60.8
71,172.7,111.4
67,170.2,97.1
68,175.3,84.1
82,160,32.3
67,167.6,66.1
59,177.8,95.1
85,152.4,63.5
66,193,103.6
46,162.6,78.6
42,165.1,105.8
44,180,159.9
70,152,81.4
61,170.2,83
52,175.3,95.2
44,182.9,61.6
74,162.6,67.4
45,193,87.6
77,182.8,84.5
55,157.5,29.3
84,167.6,35.2
87,172.7,69.5
32,177.8,78.5
20,165.1,186
72,182,91
29,154.9,107.9
24,188,81.6
72,175,116.5
82,180.3,93.9
52,162.6,59
48,180,146
81,180.3,60.9
40,162.6,63.7
25,177.8,68
67,154.9,56
54,165.1,79.4
84,175.3,119.7
36,177,70.3
58,157.5,108.9
80,157.5,39
59,172.7,88.7
45,154.9,79.6
74,152.4,104.4
39,175.3,78.2
37,167.6,99.79
60,154.9,38.6
65,176.5,111.1
18,160,79.1
48,177.8,119.9
26,157.5,86.2
45,162.6,86.2
51,177.8,79.3
65,188,81.8
28,162.6,31.3
70,177.8,37.8
81,172.7,83.4
52,157.5,55.2
75,167.6,61.7
57,170.2,79
42,182.9,116.9
98,170.2,58.8
52,185.4,102.5
59,167.6,83.9
64,182.9,104.1
60,160,78.2
43,167.6,47.8
62,180.3,53.6
76,160,83.4
49,185.4,66.7
87,185.4,72.6
65,177.8,91.2
56,170.2,82.2
45,167.6,119
58,177,143.7
72,157.5,86.8
53,160,54.3
69,165.1,51.8
65,152.4,50.5
58,177.8,92.5
79,157.5,101.6
58,185.4,41.7
49,172.7,87.8
62,170.2,66.7
81,175.3,86.1
86,172.7,71.5
51,182.9,80.2
37,180.3,88.5
40,188,186
84,154.9,65.8
72,167.7,78.9
25,152.4,68.6
71,172.7,115.7
83,162.6,106.6
53,175.3,88.7
55,185.4,46.2
55,177.8,26.9
71,172.7,38.1
74,182.8,125
44,170.2,74.8
85,149.9,68.04
76,170.2,70.1
78,172.7,98
19,167.6,79.4
61,172.7,136
86,170.2,87
31,173,63.5
50,177.8,127
30,170,139.7
84,182.9,81.6
65,167.6,70.8
65,160,60.3
55,154.9,70.7
61,182.9,115
64,180.3,104.3
72,162.6,113.3
77,177.8,115.7
71,165.1,74.6
88,165,71.1
59,162.6,108.8
84,172.7,96.9
76,165.1,33.3
88,144.8,39.55
54,162.6,58.9
82,149.8,72.5
69,165.1,66
38,152.4,69.3
39,182.9,110
51,182.9,99.4
51,175,186
58,168.9,64.9
54,179.1,75.2
62,170.2,86.2
87,188,103
54,172.7,68.5
63,154.9,84.8
49,187.9,25.2
75,180.3,99.5
71,162.6,36.4
55,182.9,93.1
94,182.9,100.3
82,172.7,75.8
87,177.8,107
84,170.2,72.9
52,185.4,117
55,157.5,72.5
56,157.5,41
57,167.6,62.7
69,152.4,46.6
51,157.5,70.3
62,160,68.9
44,180.3,101.1
28,172.7,102.5
45,157.5,77.1
83,160,88.9
32,167.6,51.7
62,170.2,107.5
54,188,123.6
76,147.3,41.7
84,154.9,53
46,160,66.7
83,162.6,61.1
55,168.9,160.7
77,167.6,52.3
29,162.6,70.8
51,182.9,44.8
66,177.8,70.1
75,162.6,48.9
72,168.9,65.8
66,182.9,115
78,182.9,100.7
68,157.5,59.4
63,182.9,81.7
66,165.1,63.5
79,172.7,68.4
50,172.7,85.7
64,161.3,93.7
76,167.6,102.1
52,188,83.1
41,165.1,83.4
49,185.4,92.9
76,180.3,108.2
63,160,108
60,154.9,95.6
46,154.9,54.4
29,170,87.8
70,175.3,52.1
31,170.2,97.5
82,165.1,77.5
66,165.1,95.4
68,172.7,77
45,180.3,103.8
74,180.3,82.1
54,137.2,38.9
79,160,88.1
57,165.1,84.7
68,182.9,131.3
69,156.2,82.2
76,182.9,112.8
60,185.4,100.6
34,185.4,68.2
78,152.4,64.6
79,172.7,25.5
73,175.3,25.3
47,162.6,79.5
54,154.9,46.9
54,147.3,75.5
57,182.9,84.9
81,174,116.1
68,160,55.2
71,170.2,68
25,177.8,29.1
51,172.7,85.5
80,161.3,78.2
98,160,71.6
54,180.2,41.6
54,180.3,70
68,170.2,68
31,154.8,80.9
75,165.1,29.3
84,167.6,83.5
72,162.6,102.4
68,182.9,125
65,167.6,67
66,152.4,48.9
78,165.1,58.7
76,147.3,80.5
69,170.2,66.7
49,195.59,71.8
67,175.3,98.7
65,150,56.38
74,170.2,75.1
71,170.2,37
86,170.2,68.9
68,162.6,65.8
40,175.3,92.6
62,172.7,75.4
66,182.9,113.2
73,180,126
45,180.3,136.1
64,193,88.2
54,165.1,62.6
66,175.3,62.9
54,158,62
83,167.6,63.8
62,162.6,116
36,180.3,113.2
66,177.8,103.7
67,163,94.5
73,182.9,97.5
89,152.4,59.4
71,152.4,71.2
88,175.3,85.7
57,167.6,64.3
49,177.8,186
89,157.5,69.9
59,157.5,92.53
50,172.7,33.8
28,182.9,91.8
66,161.3,68.9
82,154.2,68.4
57,177.8,71.8
48,160,101.8
60,190.5,104.9
85,167.6,76.1
28,179,54.3
19,167.6,52.7
82,188,104.7
62,172.7,97
66,180.3,77.1
62,172.7,58.1
80,175.3,49.7
77,177.8,75.8
75,172.7,118.4
76,172.7,86.18
81,152.4,69.8
55,180.3,72.3
70,162.6,52.2
41,177.8,81.5
84,157.7,69.4
71,188,113.4
44,172.7,54.9
61,195.59,129.4
64,154.9,37.7
72,182.9,82.55
40,170.2,103.4
86,152.4,76.2
64,177,75.4
55,165.1,110.2
32,160,82.9
45,175.3,88.3
50,170.2,125.5
62,180.3,88.9
78,172.7,90.9
55,157.5,51.71
46,175.3,55.8
67,170.2,73.03
48,182.9,90.4
83,182.9,81.6
80,170.2,99.3
61,182.9,31.8
40,153.8,36.7
85,165,108.8
49,182.9,140.6
21,182.8,82.1
60,182.9,29.6
55,167.6,83.6
32,182.9,112.9
85,157.5,86.5
82,165.1,92.3
68,182.8,94.7
76,160,90.95
67,154.9,60.5
63,160,38.3
74,139.7,74.8
34,180.3,110.9
65,167.6,72.5
66,157.5,52.6
54,162.6,77.7
42,185.4,96.2
72,170.2,119.3
38,157.5,90
77,157.5,59
73,162.6,81.4
84,172.7,132.7
38,180.3,132.5
58,152.4,37.8
51,160,90.7
62,160,60.6
62,165.1,105.1
60,175.3,173.7
64,172.7,103.2
26,172.7,78.2
62,155.2,98.9
59,172.7,91.8
58,165.1,81.2
27,167.6,69
74,160,58.4
78,162.6,37.6
53,172.7,65.7
72,167.6,65.3
78,160,93.8
33,157.5,58.5
80,170.2,65.3
85,172.7,76.5
53,170.2,59
66,162.6,63.1
76,172.7,69.4
35,175.3,103.2
18,165.1,63.5
48,170.2,47.9
54,188,86.2
72,188,77.6
51,167.6,87.9
63,162.6,60.7
39,182.9,75.2
54,190.5,65.7
69,162.6,45.7
52,182.9,68
59,182.9,136.1
46,157,53.3
79,193,111.6
82,178,128.7
75,162.6,65.5
73,172.7,70.1
49,152.4,45.5
73,180.3,82.1
57,167,93.2
63,177.8,52.9
32,182.9,88.9
59,160,62.3
54,193,79.6
69,162.6,42.5
63,175.3,185
34,157.5,63.6
61,185.4,68.1
50,154.9,70.4
55,157.5,58.26
68,172.7,76.8
57,175.3,77.1
61,182.9,144
42,194.3,111.1
62,170.2,37.5
52,176.5,104.2
64,137.2,80.1
53,165.1,124.9
65,188,97.4
41,188,123.1
49,172.7,63.5
66,149.9,47.5
85,160,54
54,180.3,64.5
100,167.6,78
81,170.2,81.1
79,170.2,104.9
71,167.6,95.2
71,167.6,66.5
98,157.5,83.9
39,160,70.5
54,172.7,99.7
83,188,98.3
54,190.5,103.4
80,177.8,85.2
81,165.1,59.4
68,157.5,51.8
59,165.1,66.5
72,170.2,106.2
56,182.9,40.2
69,157.5,86.4
51,165.1,118.1
52,188,118.9
73,167.6,98.4
51,160,128.3
72,170.2,48.3
77,190.5,124.7
65,170.2,117.9
52,182.9,91.9
88,167.6,87.1
66,185.4,53.8
52,172.7,83.6
64,180.3,64.2
50,165.1,99.8
72,177.8,143.2
57,162.6,131.5
45,165.1,75.9
47,161.3,83
91,152.4,57.7
57,167.6,154.2
63,170.2,90.3
85,170.2,64.1
72,154.9,64.9
87,162.6,53.2
60,157.5,88.8
89,175.3,68
66,182.9,29.5
74,167.6,100.2
76,154.9,107.5
53,175.3,78.1
63,172.7,87.5
80,182.9,90.7
72,177.8,108.7
52,177.8,117.9
51,165.1,102.8
59,146.9,76.6
98,150.9,88.6
66,149.9,68.9
61,152.9,40.5
63,185,96.5
38,165.1,68.9
55,177.8,91.2
81,162.6,85.5
43,185.4,119.2
68,137.2,54.2
34,185.4,113.4
50,188,130.2
85,153.7,44.1
67,177.8,73.4
54,182.9,108.8
52,175.3,106.2
88,160,63.5
83,175.3,68.4
50,172.7,181.4
72,167.6,115.7
62,177.8,86.2
27,165.1,95.9
57,180.3,61.2
45,180.3,99.8
61,180.3,59.9
72,154.9,56.4
84,147.2,75.6
35,170.2,85.9
41,147.3,55.4
83,172.7,84.4
52,165.1,61.8
48,137.2,68
54,182.9,101.2
53,170.2,52.7
86,154.9,65.7
66,162.6,66.6
19,190.5,77.9
66,177.8,84.3
37,177.8,43
58,158,56
54,180,97.6
66,177.8,71.8
33,170.2,42.8
30,182.9,127
83,157.5,88
85,153.7,86.2
51,152.4,28.8
78,177.8,85.5
68,172.7,80.46
75,177.8,89.8
61,162.6,113.4
79,175.3,70.8
68,175.3,112.1
42,180.3,83.4
67,174,88
49,172.7,107.2
55,152.4,58.3
38,173,75.4
62,170.2,78.6
75,172.7,54.3
49,182.9,29.2
26,154.9,53.3
44,172.7,68.1
67,160,68.7
72,177.8,84.4
66,165.1,86.8
80,149.9,28.3
84,157.5,53.8
74,178,85.6
73,144.8,55.3
80,177.8,68
78,162.6,74.6
66,177.8,84.8
73,170.2,96.1
80,172.7,51.3
73,157.5,111.1
48,170.2,40.9
88,165.1,79.37
82,177,92.9
64,165.1,68.8
68,188,99.8
56,162.6,67.36
95,154,74.1
84,165.1,79.8
66,172.7,120.6
74,170.2,78.3
60,188,71.4
71,165.1,73.1
41,170.2,82.6
84,185.4,97.5
72,177.8,80.2
32,155,59.9
59,157.5,131.1
46,167.6,172.3
63,152.4,63.3
71,167.6,87.49
72,157.5,52.1
87,172.7,85.2
67,188,101.6
84,165.1,66.2
68,175.3,98.7
67,195.59,138.1
46,154.9,89.8
69,165.1,90.7
47,172,81.6
37,160,97
82,170.2,98.3
72,167.6,63.7
80,185.4,65.8
79,165.1,49.4
57,183,108
85,165.1,116.6
65,182,93.8
74,165.1,68.6
61,177.8,58.9
49,140.1,58.4
22,172.7,64.8
52,157.5,53.1
89,162.6,81.2
82,188,83.4
57,188,161
59,160,111
69,152.4,58.6
61,172.7,83
54,177.8,92.2
95,162.6,41.2
79,157.5,72
52,170.2,81.6
73,152.4,56.2
48,167.6,83.46
59,172.7,57.3
73,177.8,87.5
48,162.6,61.1
72,187.9,85.4
88,165.1,59.24
71,167.6,111.9
41,170.2,81
87,165.1,55.3
58,162.6,87.3
71,154.9,122.4
81,167.6,81.6
80,165.1,50.9
84,165.1,48.1
75,165.1,54.4
89,160,51.4
76,171.5,77.1
68,182.9,107.6
65,170.2,64.4
19,177.8,77.9
55,155,65.9
43,177.8,74.8
70,152.4,92.1
86,188,63.5
67,157.5,39.7
63,156.2,76.7
83,157.5,81.6
71,172.7,55.8
61,182.9,109.7
83,182.9,92.9
44,175.3,163.3
58,152,66.9
29,165.1,89.8
49,180.3,58.96
89,157.5,57.2
51,172.7,56.7
78,177.8,61.5
46,190.5,155.3
89,172.7,92.2
63,144.8,59.7
71,170.2,77.1
86,177.8,62.1
80,162.6,77.7
40,162.6,47.5
85,175.3,70.7
58,177.8,148.4
55,170.2,100.9
76,182.9,88
58,157,51.6
61,175.3,88.5
62,170.2,60.8
19,154.9,67.2
66,172.7,78.4
49,172.7,101.3
59,170.2,83.8
63,160,79.9
58,182.9,87.1
71,180.3,97
82,175.3,88.8
29,172.7,35.3
35,175.3,144
50,170.2,66.6
39,160,76.2
49,177.8,118.4
67,162.6,89.4
91,160,70
64,189,70.1
76,165.1,56.7
55,170.2,68
17,157.5,70
26,177.8,85
61,149,63.5
61,162.6,50.4
68,170.2,49.9
32,147.3,61.2
67,160,77.1
58,170.2,82.56
64,165.1,59.4
58,185.4,89.3
75,157.5,77.3
46,188,87.5
57,167.6,74.6
70,160,66.7
83,152.4,69.4
79,160,72.6
68,175.3,113.3
48,177.8,92.9
55,170,81.5
68,170.2,72.5
80,165.8,34.1
69,170.2,51.7
63,172.7,75.9
87,162.6,104.3
73,162.6,61.9
59,167.6,68.3
45,180.3,106.5
84,157.5,55.6
60,190.5,113.4
81,182.9,62.6
60,171.5,88.5
68,182.9,67.9
83,160,56.1
69,162.6,84.4
97,165.1,53.5
